,player_name,kills,deaths,wins,losess,xp,headshots,melee_kills,games_played,time_played
3721,DX-DANIEL-MOTA,2585,1724,258,201,6155460,1404,7,459,147
3722,viozr,2863,1889,333,200,6962394,1140,35,533,159
3723,Mobina--,37285,24957,5025,2241,87067628,14548,249,7266,2369
3724,DrunkenMerican,426,150,69,11,894619,142,3,80,16
3725,zFrxnchy_,17512,10210,3185,1302,47473478,5322,524,4487,1121
3726,privateisabot777,29655,20955,3530,2357,76343803,12679,442,5887,1681
3727,zFrr3aky_,4910,4147,625,396,14073213,1939,46,1021,354
3728,Penixu,4818,2631,668,139,12875666,1951,26,807,276
3729,Ess_AG369,14421,11000,1547,1269,32057067,6187,193,2816,859
3730,xAcrimon,776,608,101,54,2131321,277,18,155,46
3731,kh4z0ok1d0172416,25116,21840,2802,2109,59071923,10251,666,4911,1547
3732,larrlonn,2692,2463,303,238,6679870,1129,100,541,174
3733,YT_Zecru,9038,12681,1486,1517,22981201,3412,450,3003,807
3734,Spectater-,3897,2735,423,287,11233423,1411,15,710,250
3735,ArckanYasin,35885,27767,3776,3025,95726561,12955,711,6801,2230
3736,RuthlessMisery,46287,38259,4987,3940,120397509,19403,521,8927,2775
3737,Chuxks,19322,14360,2540,1901,43524891,8114,245,4441,990
3738,Mahhann,12724,13353,1579,1452,34846043,4983,219,3031,933
3739,okActing,9538,9450,1216,1023,29096800,3728,105,2239,706
3740,saladshooter2003,27876,21510,3762,2349,70808849,9371,572,6111,1621
3741,GhostRiddik97,55892,47111,7862,4404,139193617,19673,1167,12266,3434
3742,NotCarryPotterOG,4553,3798,461,401,10528708,2183,82,862,269
3743,Swihch,25715,22440,2569,2161,60796390,9473,345,4730,1519
3744,Ekilow_,22807,22265,3012,2481,62754014,9283,254,5493,1660
3745,zByteZ-,17537,15103,1882,1475,46670494,7304,252,3357,1078
3746,haverdinkFTW,9538,9450,1216,1023,29096800,3728,105,2239,706
3747,x7assuni,9250,5923,893,642,21406267,2861,224,1535,459
3748,CMacPhilly20,4553,3798,461,401,10528708,2183,82,862,269
3749,Khyzir,17537,15103,1882,1475,46670494,7304,252,3357,1078
3750,ySxmm,19322,14360,2540,1901,43524891,8114,245,4441,990
3751,BambangSusanto,27876,21510,3762,2349,70808849,9371,572,6111,1621
3752,oOSeanTheSheepOo,45232,36354,5123,4040,106699174,15563,1039,9163,2655
3753,vTrxler-,737,537,103,48,1869796,317,6,151,42
3754,NataliaOliveira_,10265,10515,1274,1107,29482471,3790,298,2381,723
3755,Jonxs86,28407,24260,3773,2260,83364758,9744,221,6033,1992
3756,yParaIIaxX,21656,17784,2822,2105,62372373,8420,453,4927,1567
3757,yDjsrupt,28649,24403,3103,2635,73081535,11950,473,5738,1753
3758,iiWeazy_,18121,13125,2023,1511,51876063,6315,174,3534,1127
3759,CoLoNeL-_-HawmiX,26927,21933,3076,2175,70233336,10957,617,5251,1625
3760,WoahSnake,16224,11429,1783,1279,38256194,5221,177,3062,894
3761,Sr_Z-Foxtrot-_-,20947,17214,2365,1800,51893000,7949,444,4165,1263
3762,a2TiN_zPrO-,1337,1036,203,103,3632777,494,4,306,87
3763,RapujacePierogi-,14289,9693,1472,1115,34368507,5630,197,2587,784
3764,My_Name_Is_Bu_xV,19910,16297,2221,1786,51625086,8094,255,4007,1194
3765,StoryOfItachi,11090,8899,1583,1034,27833761,4229,124,2617,692
3766,i_SaxyDvl,5049,4051,612,419,13099765,2308,22,1031,294
3767,zsStxRm_,20065,11261,1926,687,41250962,10118,467,2613,830
3768,KiIIaruna,15340,14060,1642,1611,39114875,6153,190,3253,937
3769,Kxllazz,14075,15466,1972,1729,41135840,4804,313,3701,1167
3770,Westrods,23320,18035,2671,1852,58940166,7802,418,4523,1359
3771,temp-348123,49501,42308,5376,3909,120530085,20268,336,9285,2980
3772,NYOKI_TARO,21209,17833,2395,1864,62712971,7118,306,4259,1383
3773,The_Piromanyac,26503,23804,3434,2816,70497606,9430,888,6250,1852
3774,mahanyektaei1,21497,21514,2471,2354,53015169,7673,639,4825,1488
3775,KSK-HTCRN-_-,17769,15222,1965,1644,47051486,6875,121,3609,1109
3776,Verdaad-,25367,23541,3094,2739,61100308,10176,510,5833,1716
3777,Patientllyy,15807,13301,1661,1560,39968836,5459,387,3221,989
3778,Beeeboee,16333,8160,1430,823,37694036,6853,183,2253,684
3779,totfrittenXXII,20911,18586,3421,2672,52481643,6627,301,6093,1444
3780,zzPrime-,35526,30150,4385,3212,101150787,13418,497,7597,2433
3781,vShokeii,21188,16588,2527,2017,50898437,6563,754,4544,1336
3782,Hxrzer,520,283,61,23,1259602,213,5,84,25
3783,kaizr-x4,35610,24053,4155,2255,83227372,14847,612,6410,1802
3784,SHADOWS_feedeur,17218,15286,1840,1631,44900901,5473,320,3471,1076
3785,Hz-y6,12152,9801,1333,961,33320712,5439,149,2294,716
3786,ThegodlyDan,29594,24119,3571,2289,83669982,10820,521,5860,1798
3787,X-ScaryOG,17443,22194,2302,2157,50762166,6382,217,4459,1408
3788,EqzLa,29368,28122,3379,2840,77187972,13512,216,6219,1917
3789,GKenobi-,18246,12560,1885,1399,47189417,8212,280,3284,1012
3790,ko-ra-_-,4939,5122,631,542,14249703,2161,113,1173,374
3791,l-evil_ace-l,18197,18793,2389,2120,47329795,7438,440,4509,1340
3792,NoLimitKiwi,48414,28577,8337,2473,112433554,18521,1569,10810,2802
3793,EasyClapZ-z,3281,2993,400,307,9267733,1152,35,707,221
3794,dmonzii,24325,24888,3010,2767,60651055,9529,823,5777,1639
3795,YourWorstFear-x,20124,16440,2158,1633,49438788,9046,290,3791,1297
3796,xAndy-PeaK,35557,29025,3706,2997,85669711,14514,366,6703,2120
3797,LogicWho,11979,8541,1303,1024,28210878,3704,208,2327,692
3798,EK-cl3c666,5342,4206,559,434,13533857,2363,64,993,322
3799,IlRushh-,5676,4677,516,426,12744424,2040,72,942,313
3800,EasyClapZ-z,10617,10408,1355,1146,28797489,3489,203,2501,706
3801,Dexedrine_Rx,13245,10729,1443,1042,36299136,5640,175,2485,843
3802,xAndy-PeaK,12966,10952,1439,1225,33282190,5404,154,2664,782
3803,IlRushh-,17750,16632,2105,1725,42586293,7609,417,3830,1155
3804,l-evil_ace-l,29712,20285,3419,2057,76915293,12724,362,5476,1699
3805,dmonzii,50142,37790,6368,3094,133224192,21291,719,9462,3047
3806,BlueBlod_,10869,7680,1233,946,27420827,4528,112,2179,670
3807,AcidTriipy,21055,15298,2355,1517,49687774,7011,364,3872,1215
3808,SleekMeBro-,26535,25479,3153,2702,78748999,9676,368,5855,1963
3809,Flaamezy-,22765,21309,2907,2446,67160312,6880,397,5353,1732
3810,Katharsis_Yue,9340,6328,925,784,23284383,3527,111,1709,504
3811,Shadow-_-Nyks,31668,20132,3417,1632,72010409,12495,131,5049,1691
3812,Ilyas_0344,4526,3607,434,284,9278791,2033,44,718,231
3813,JoseGustav02,19211,14360,2437,1786,56204866,6547,300,4223,1257
3814,JoshFaded,24694,23289,3039,2688,67809804,9330,403,5727,1737
3815,Oabey,23931,23046,4239,1686,74231794,8171,713,5925,1832
3816,BummmmmBandit,16453,12311,1885,1357,45893670,5403,171,3242,1001
3817,xxyooshy,2036,1855,226,194,5457413,865,28,420,128
3818,expansiontetra__,3453,3310,421,335,9386305,1412,64,756,233
3819,xSele_-,22806,15846,2541,1790,56282220,9667,279,4331,1241
3820,IFox_34,5846,5645,688,564,14774568,2664,101,1252,384
3821,WINDIGO-YadF,13820,12750,1438,1266,38310795,4682,172,2704,879
3822,depredador0001,20740,13019,1964,1579,46489057,7826,662,3543,948
3823,zMaTexX,18047,17852,2585,1977,45008951,7250,320,4562,1267
3824,Xertxe,25424,20741,3035,2122,58380461,10308,220,5157,1602
3825,jjSRTYY,20368,16647,2849,1568,50003800,8292,337,4417,1279
3826,NxtJr-,16037,15217,1815,1487,44121561,5885,106,3302,1062
3827,ezraaeel,26808,26106,3034,2875,72744955,10708,468,5909,1892
3828,NM_assassin03-_-,39545,28513,5060,2978,93010616,16874,445,8038,2460
3829,X2RaWwarfare,34513,20067,3813,2227,78575234,11215,532,6040,1908
3830,Otrid_iq99,42410,38631,5494,4115,105578197,17234,1873,9609,2586
3831,whyProxii,24358,16113,2245,1718,49540755,7234,1683,3963,1194
3832,ch_br1,7627,8969,1199,943,24046892,2833,81,2142,655
3833,iAngelMxzifu-,24311,20754,2791,2342,59630576,7288,584,5133,1581
3834,zzjw-,38245,32444,4084,3315,93983859,14874,778,7399,2165
3835,SpecIAlArAsh,2735,2017,262,212,6809712,1179,44,474,147
3836,HaschPhilosoph,19558,12870,1951,1195,44200422,6886,160,3146,1017
3837,RvL_Rockstar_ID,31864,28407,3415,2919,77463504,11253,519,6334,2046
3838,chry24802,17257,15189,2080,1493,42407924,6450,327,3573,1113
3839,xSpiq,13985,11278,1652,1282,35033398,5649,226,2934,885
3840,xPurp1eHqze,42272,35367,4367,3586,115237772,18426,714,7953,2596
3841,Steeef-eV,36504,29582,3969,2756,86515886,13412,553,6725,2148
3842,XmicheleX9191,13247,11469,2146,1474,37666147,5147,516,3620,958
3843,chorler_20,1588,1447,179,161,3750464,511,16,340,95
3844,M7DJALL,26210,22998,3011,2621,69722843,9618,555,5632,1728
3845,I-VEGX,17440,14080,1894,1550,44816534,7405,308,3444,1090
3846,Im-VoN,13896,9704,1484,972,35038440,6126,247,2456,773
3847,MissDidi__Raw,1588,1447,179,161,3750464,511,16,340,95
3848,Alvaro446805,3574,3415,419,361,8912223,1459,43,780,248
3849,xSmile_________Y,17440,14080,1894,1550,44816534,7405,308,3444,1090
3850,Edivadlo22,13247,11469,2146,1474,37666147,5147,516,3620,958
3851,xXfuertoteXx,36504,29582,3969,2756,86515886,13412,553,6725,2148
3852,mxngekyu,3642,2969,563,228,10954624,1374,39,791,235
3853,Stxticzz_,1559,1354,198,131,4727992,517,26,329,101
3854,v_Vmog,35951,31319,3807,3266,91487835,19293,416,7073,2177
3855,ilyHibana,749,426,124,33,1626756,306,5,157,34
3856,AIex-R6,11090,12247,1523,1438,31945901,3986,89,2961,911
3857,Vively-,2845,1928,277,198,7288692,1071,83,475,155
3858,CMT_DO_OESTE,4064,2191,419,200,9639667,1361,35,619,181
3859,Radulphus-YT,12178,11980,1507,1090,31433549,4939,242,2597,781
3860,Not_ProZify,14455,17285,1937,1805,47389188,6391,468,3742,1164
3861,Razgrizzz-,13445,8912,1445,946,30462871,4556,164,2391,750
3862,KilledByAWeeb,3000,2629,329,242,8063121,1232,41,571,183
3863,Flavox-95,10993,10292,1265,1117,28159148,4637,395,2382,726
3864,misterhen77,475,281,59,19,1061509,146,5,78,23
3865,xSiinDroM-,28613,24594,3597,2793,74733556,10851,580,6390,1757
3866,Razjn,20836,14765,2887,1469,56734020,7542,236,4356,1384
3867,Cap_CxG,15086,11265,1731,1267,38324901,5050,255,2998,918
3868,NaZzA-FuCo,9811,9482,1502,1191,27365399,3720,91,2693,757
3869,Traumautomatic,17016,14515,1942,1433,44524361,6418,306,3375,1051
3870,Zeeq_95,34288,32058,4054,3347,99889051,12951,407,7401,2345
3871,NzSuki,26498,20198,2774,2260,63788855,10784,421,5034,1463
3872,Divin_TriKkzZ,13318,9086,1378,891,32500358,5366,55,2269,750
3873,EINukE,7338,7117,1085,886,21448418,2662,73,1971,564
3874,FaGrZEvaN,32043,25730,3768,2906,83762894,11604,154,6674,2203
3875,SaViGha7i,15587,12917,1703,1486,42504150,5823,175,3189,1073
3876,Inxrtia-,23856,17990,2342,1788,56995208,10531,323,4130,1276
3877,HummmNahh,5357,4491,620,407,14121597,1939,14,1027,319
3878,EHOT_HE_COBAKA_,49239,41627,4962,3943,125959941,16815,1662,8905,2811
3879,Harry_Clark2,22022,19507,2397,2032,52065183,7670,320,4429,1360
3880,LVS95BOY,16146,15747,2026,1574,44364917,6405,299,3600,1129
3881,TheLegion10,9656,7453,1035,569,24973610,3899,101,1604,575
3882,iYkue,3213,2908,429,314,8035945,1431,48,743,215
3883,pashasoli,28767,28449,3142,2892,73884091,10103,292,6034,1958
3884,moj20,33782,31807,3826,3179,88104269,12173,485,7005,2345
3885,IX_IIIIIIII_XII,13087,14232,1585,1519,34196942,4434,926,3104,895
3886,qAIann,35875,22511,4107,2478,82951514,15111,449,6585,1875
3887,lopex1fps,26545,23769,3032,2624,65581047,9912,329,5656,1726
3888,NocturnPoet,18048,18920,2317,2130,56852820,7097,502,4447,1380
3889,IogiSZN,23028,22818,3101,3153,63877712,10514,122,6254,1870
3890,DeCoNtz-i3,29918,19612,2728,2037,62563354,11765,600,4765,1536
3891,lPrvdator,28548,16311,3589,1731,66835006,10496,232,5320,1378
3892,xVrizek,23142,21559,2963,2449,72148359,9297,447,5412,1678
3893,Tomtomtee,23873,18644,2497,1847,58739780,8222,342,4344,1426
3894,Miitsuqi,27404,18913,3096,1772,63610653,14025,315,4869,1467
3895,QO_Melo,29550,26483,3438,2847,81825570,12404,649,6285,1871
3896,AIess-_-,1296,943,168,65,3025345,441,9,233,70
3897,Kermit_NeckRope,29669,26475,3107,2511,84099879,11390,693,5618,1910
3898,A_Douleh,20393,17104,2479,2072,54872012,7561,338,4551,1338
3899,Dakx_-,3144,2350,294,216,7625942,1327,24,510,163
3900,IVIaviay,13008,8462,1839,1161,32957001,4620,203,3000,793
3901,Kermit_NeckRope,51185,33265,6195,3604,113798425,20944,1204,9799,2727
3902,v_GabaZ__,25734,22809,2780,2456,64553886,8671,298,5236,1618
3903,Dakx_-,23246,16630,2193,1622,63212291,9696,371,3815,1218
3904,AIess-_-,24062,22633,2845,2397,61760887,8495,540,5242,1644
3905,QO_Melo,23281,19271,2631,2014,59363038,10627,245,4645,1352
3906,NoKilICams,13357,11357,1503,1172,34454284,5383,169,2675,816
3907,AnYoRy_,36712,31453,3761,3094,81978984,16558,361,6855,2096
3908,cavalheiro2011,5084,4339,553,424,13737037,2251,53,977,299
3909,VVHTUNO,8881,7433,962,750,19889364,3594,172,1712,525
3910,Spahny,19882,15163,2167,1730,46184789,7858,432,3897,1118
3911,ThiccAF_Ela,2924,1618,336,166,6604709,1306,48,502,135
3912,SyCoTIC_UNHAPPY,31943,26779,4080,3127,95910097,13702,356,7207,2176
3913,iMmba-nR,22267,16926,2939,2317,57559046,7543,410,5256,1361
3914,BG_Big_Potato-ez,20881,14331,1963,1478,51954291,7988,496,3441,1067
3915,xKoddii,23542,17451,2254,1944,57799647,8471,172,4198,1295
3916,AQuiLa_xImCarry,13640,9917,1695,1410,37747220,4878,324,3105,928
3917,Shadoow_Zielook,23439,19815,2626,2159,63390646,8619,680,4785,1551
3918,Xcilyr,19385,17681,2425,1851,56132433,7043,471,4276,1312
3919,Mr_FunnyBones-,18788,18434,2398,2167,47967500,7260,382,4565,1309
3920,Markiisi_0K,40726,20093,3790,1910,96904997,15441,374,5700,1811
3921,xNasty_RxYaL,43010,39278,4940,4068,108108145,13960,688,9008,2958
3922,IIKylie,6788,6955,833,631,19540891,3061,112,1464,477
3923,Franklin,5339,3460,560,325,13319602,1960,30,885,285
3924,Doxchan,17236,15407,2391,1828,41414530,5825,581,4219,1219
3925,KoTDD_,4759,5254,661,607,14808952,1800,7,1268,377
3926,AtoxTaeg,16960,13849,1837,1401,41891733,8166,190,3238,1013
3927,Faiz_Eleven,11296,10977,1586,969,34763140,3868,179,2555,853
3928,PowstaniecGanru,28025,22843,3515,2742,65895768,12104,625,6257,1799
3929,cupomietitore125,53126,46326,5283,4744,137770413,21586,1029,10027,3127
3930,BigDawgKota-TTV,22546,15228,3073,2000,59987603,7559,457,5073,1369
3931,estevam-zZ,7207,5022,666,441,16184326,2555,91,1107,354
3932,Adaptive_Alpha,1902,1502,231,123,4687521,697,16,354,111
3933,AutoReject,39097,37491,4437,4093,103347485,12567,1188,8530,2625
3934,JohnGunney,19188,16075,2779,1593,46237996,8687,443,4372,1253
3935,tabIit,27998,22667,2905,2503,72418705,11482,600,5408,1596
3936,iCopeZz--,12442,10795,1451,1001,32578700,5349,102,2452,728
3937,Ezz_Claap-,26603,28670,4041,2844,77191438,9809,443,6885,2069
3938,bmxflo50,27267,25301,3321,2701,77163738,10731,281,6022,1925
3939,vMaggal_,2197,1819,299,244,6300412,848,30,543,164
3940,Darth-GIBBAY,12812,11273,1584,1163,35231730,5282,139,2747,856
3941,qwjcc,889,649,111,48,2364836,368,7,159,50
3942,ayyMaatteh,23199,16660,2283,1784,54063591,8648,209,4067,1260
3943,MadlifeKills,49982,38380,5870,4800,137231913,16656,455,10670,3384
3944,CSkop,13820,15236,2257,2112,39232466,4293,1421,4369,1072
3945,NoTP4Rs4-,6614,5268,770,580,15780822,2669,161,1350,394
3946,zSaiiKen-_,49982,38380,5870,4800,137231913,16656,455,10670,3384
3947,lucasdu750XX,34365,31285,4492,2948,104956000,12427,508,7440,2494
3948,BenignoF2001,29404,28918,3324,2894,83484245,11502,406,6218,1945
3949,Mattlynam_,2855,2488,372,277,7350992,1060,23,649,176
3950,ZincyFLW,23199,16660,2283,1784,54063591,8648,209,4067,1260
3951,notNhympex,19360,15430,2333,1775,51358195,6746,299,4108,1262
3952,yGold_Slayer,13439,12320,1492,1327,34827890,5686,103,2819,888
3953,Toddywga-,22413,19258,2679,1626,57902014,9217,177,4305,1435
3954,Hrqns,5945,5161,1004,812,16099219,1868,54,1816,424
3955,Benny-420-,13820,15236,2257,2112,39232466,4293,1421,4369,1072
3956,Qesity_,30878,29800,3681,3400,82053586,12785,1032,7081,2068
3957,JeroPB-,11766,9145,1286,913,28615170,4368,121,2199,641
3958,TheGoatSnm,14851,12336,2027,1304,38477167,4958,225,3331,978
3959,l-HeInZ_-,19304,17260,2114,1942,54408781,6407,284,4056,1335
3960,LEOXKILLER2001,730,636,115,54,2005277,256,6,169,46
3961,IuveMe,16855,15203,2398,2010,46806556,5292,280,4408,1163
3962,iXanaxy,1139,633,148,61,2638169,425,10,209,54
3963,ZOTTLCCC,15596,14013,1956,1710,40489527,5924,821,3666,1046
3964,xHyOG-_,9213,7406,1055,828,23062968,3865,55,1883,570
3965,USARMY61,4359,3486,504,337,11928289,1818,95,841,269
3966,iEvilNoob,6136,4817,655,562,17778796,2513,23,1217,407
3967,Lyzel_,16214,10281,1795,1016,40581014,6182,136,2811,833
3968,pablojm12,18715,13224,1635,1301,41828112,8794,142,2936,910
3969,DrakiMNG,3089,2979,395,269,8330254,1172,16,664,210
3970,JYBECK,15600,16368,2282,1988,44439510,6952,155,4270,1328
3971,Baconbeast0831YT,25878,13730,4483,1209,68420599,8126,338,5693,1636
3972,CTJr23,32994,30062,3651,3395,90361480,11924,226,7046,2246
3973,Vollschmeck,22029,20977,2684,2447,57393291,7604,493,5131,1565
3974,Painyyyyy-,4321,2911,512,287,10271086,1433,24,799,251
3975,MyGuuN,1656,1147,198,78,4113306,534,34,276,82
3976,lflik,6071,4117,622,498,14440315,2314,27,1120,339
3977,oxuzi___,10338,8098,1345,858,26710601,3298,367,2203,597
3978,xThanatozz,17068,10417,1763,345,38142721,6131,211,2108,893
3979,Zxxuss,10228,9782,1211,1091,27140526,4132,162,2302,679
3980,MehrciCYG,6680,5247,1049,622,18225978,2064,123,1671,478
3981,niinze,2368,1666,264,168,6019006,935,19,432,137
3982,DG_Cryptic,20261,20270,2414,2320,60209079,7937,558,4734,1460
3983,zBlACKl-lAM,10107,7586,1272,863,25979462,3409,224,2135,563
3984,Pat14424,9792,9559,1095,991,22013171,3721,441,2086,619
3985,TheManRich3,15374,12903,2568,1134,42172697,6093,385,3702,935
3986,Kiwi_tSin,23442,15471,2192,1732,52526188,7722,513,3924,1262
3987,vbeauIo__,14635,13219,1796,1446,42432711,4984,216,3242,1057
3988,its_Ninja8,19371,15741,2226,1558,52894055,5893,519,3784,1225
3989,UhCxd,26954,20914,3471,2497,83308422,10442,571,5968,1756
3990,marco_bonitozica,5639,5376,880,584,18891669,2129,52,1464,469
3991,lCxprii,45041,38225,5771,4247,108768356,16087,693,10018,2975
3992,Anna_1312,21151,14647,2881,1596,59426420,9163,264,4477,1293
3993,PirataDelCacique,6432,5610,874,668,17180325,2218,146,1542,434
3994,BaphometY96,20087,17327,2363,2035,44399646,7053,559,4398,1203
3995,jessxelite-,26860,22274,2597,2275,62646096,10637,571,4872,1525
3996,lKapkan,26606,21054,2865,2360,61265114,9369,540,5225,1597
3997,robiizds,28466,22640,3042,2446,68016756,11105,624,5488,1699
3998,TqyIxr,20393,13227,2720,1374,49057075,7900,241,4094,1154
3999,MrWeeD_-_Z,20468,14849,2354,1618,60945825,7860,252,3972,1285
4000,FT_R-_-,35963,32859,4858,4053,91287437,11776,954,8911,2421
4001,TqyIxr,7902,11814,1294,1119,25860816,3019,72,2413,752
4002,Daniel__GhostBR,31357,27507,3912,2853,81732211,11372,636,6765,2018
4003,rashed__210,10708,10117,1274,1065,30269727,3663,118,2339,732
4004,OhhhSoNasty,1270,1473,200,141,4143073,522,11,341,107
4005,robiizds,17241,17325,2198,1745,47424236,5827,470,3943,1228
4006,iRevBomb,21158,14711,2629,1687,51931290,8534,90,4316,1218
4007,SaltyYB,925,607,128,54,2134498,292,26,182,48
4008,QuaveryQ,727,315,83,33,1573590,316,22,116,28
4009,iTxBeRg,2012,1489,229,150,4750968,840,49,379,105
4010,MrWeeD_-_Z,17193,15806,2143,1823,42557166,7335,533,3966,1143
4011,zukkilleur,11474,8643,1268,923,29424424,5581,106,2191,712
4012,GxIxy,19288,13671,2348,1722,47957942,6371,445,4070,1093
4013,Er_Steve,13497,10434,1497,1055,35442108,4812,131,2552,820
4014,Tiiti-braat-93,12442,9406,1171,943,29933164,4711,69,2114,668
4015,Xytoven,3180,2219,340,192,7007737,1247,22,532,167
4016,Pxaname__,22720,15058,2012,1738,49339766,10222,270,3750,1144
4017,SmellyFetus-,17697,12023,1902,1421,48469253,5476,203,3323,993
4018,Anonjmo,44841,36107,5152,4337,112563465,15388,1770,9489,2609
4019,Im-NaCl-e,50941,48625,6892,5583,142215408,21763,526,12475,3938
4020,DeIta-GEN,18702,12429,1963,1365,44096264,6689,398,3328,996
4021,Haydangles20,12031,11520,1394,1139,31434311,4952,264,2533,805
4022,iSkarry,18180,13151,1663,1379,44095669,7458,123,3042,998
4023,Lz-Barrouf,12858,12653,1490,1278,34667027,5786,184,2768,884
4024,SweeTyBlood-_,27460,17102,2602,1794,65953567,10251,518,4396,1454
4025,Alfo_Nso17,29087,24319,3114,2701,71866075,11616,504,5815,1764
4026,pigna_21st,32639,21614,4579,2582,78069332,11488,869,7161,2116
4027,SAMUEL__L__,46874,34709,4615,4023,112862134,16566,281,8638,2837
4028,E_V_I_L-_-CH,20186,19127,2586,2175,57577088,7791,158,4761,1438
4029,kudIIy,33790,26749,3653,2625,89594800,12343,470,6278,1999
4030,oDAVlD-,13793,11971,1511,1214,42207340,5426,102,2725,903
4031,aR-Gxlleke,12425,7585,1379,905,26312738,4987,259,2284,590
4032,AyThA_SRZz,45362,40655,5089,4137,109978709,17974,608,9226,2893
4033,RaydnSpawnSequel,25359,22072,2658,2352,67018188,11303,211,5010,1517
4034,I_lI-m05kau-Il_I,36084,25693,3990,2925,83010802,14052,773,6915,1974
4035,Phyzixt,13481,10244,1440,1000,33058892,5414,125,2440,780
4036,Hydro_Mirage,4363,4100,534,439,11394890,1871,71,973,303
4037,Zuimee,4125,3109,534,258,8771342,1426,30,792,229
4038,omelet131273,1884,1531,227,143,5395766,819,27,370,120
4039,sScHoKoKucHeN,35147,28446,3691,3007,86519000,12953,379,6698,2126
4040,NEoXiFy-,30537,16232,4132,2159,72054311,12720,557,6291,1416
4041,TryBe-4-YouDie,9654,9725,1405,1184,25407079,4234,185,2589,664
4042,ARB_D-Force,6627,5543,883,675,17082697,2419,162,1558,393
4043,S_T_R_Y_X,15696,11810,1880,1230,37253756,5900,111,3110,839
4044,JoyToPlay,21216,15683,2229,1619,51172379,7998,353,3848,1160
4045,Vitron1c,12102,10430,1250,1093,33633981,4122,513,2343,722
4046,DA_MOOK_MAN,24128,20305,2605,2235,64781814,9006,381,4840,1611
4047,greatJoker1995,19146,11103,2143,1222,41730251,6048,275,3365,924
4048,Birkjn,2617,3378,435,372,8567518,1084,38,807,240
4049,Fkie--,15696,11810,1880,1230,37253756,5900,111,3110,839
4050,itZ_FaDaei,35709,30873,4080,3477,98212762,14377,319,7557,2534
4051,ll_Ali-_-Glb_ll,35785,31169,3720,3145,100377532,12243,739,6865,2164
4052,CARLYLE007,41172,35866,4914,3735,111100634,16977,381,8649,2839
4053,CNK_DemonsAimGxx,19661,13783,2256,1223,50245327,5977,217,3479,1077
4054,NotMessing,23568,24788,3138,3047,61337091,8827,571,6185,1825
4055,robertszedzinski,10574,9931,1517,1302,29403705,4526,155,2819,707
4056,syedimrankhan,1223,679,112,62,2577609,483,8,174,51
4057,yung_legend90,771,584,108,59,1981659,248,17,167,47
4058,CIuxzy,20677,20164,2526,2183,60189459,7476,143,4709,1563
4059,TheHalalDoctor,33711,28465,5162,3077,84322856,12667,704,8239,2189
4060,GetOutOfMyEarKid,16334,13185,1761,1487,38316366,5818,379,3248,931
4061,GRANADINO96,6433,3035,784,222,12742433,2441,55,1006,276
4062,HuevosConPelos,30125,27260,3270,2723,82902754,11246,373,5993,2022
4063,zXEl_Lil_JokerX,30872,20023,3376,1966,71904674,11597,197,5342,1568
4064,Jtedisbyebyebye,24308,20539,2724,2006,58064864,9541,634,4730,1416
4065,temp-993482,39937,32115,4444,3866,108446596,13664,689,8310,2747
4066,Golden-Hussen,51891,45751,6267,5249,152048170,19071,544,11516,3688
4067,xShi3ld98,9130,5510,798,602,19865197,3342,142,1400,457
4068,RexdaleBosss,22789,15059,3452,1665,53554310,8818,646,5117,1240
4069,lSoAzzz,10904,9534,1098,927,29201875,5055,133,2025,629
4070,Mamba_Senju,38459,29599,4491,2853,98034051,13746,739,7344,2222
4071,Reollohs,27483,28000,3678,3443,80004321,10217,836,7121,2282
4072,ILLUMlNAE,2930,3487,530,423,8497770,1110,48,953,246
4073,Not_Mads,17179,15580,2445,2144,44002903,6535,316,4589,1174
4074,petylop,7024,5989,786,616,17031037,2822,194,1402,439
4075,RAMBO-IQx,43970,38321,5113,4367,120873248,16835,561,9480,2735
4076,DerMiike,26706,21389,3007,2473,69444455,10075,468,5480,1657
4077,temp-631328,28776,25232,2939,2650,75875729,11696,541,5589,1839
4078,ZyRoiix,2407,1823,300,95,5890999,854,19,395,153
4079,ELiTE-Maddin,9542,9918,1215,1026,27789982,3789,170,2241,711
4080,fistlit-,494,324,63,18,1131935,172,9,81,24
4081,EmZed_GTR,16246,15335,2249,1911,44795842,5520,471,4160,1073
4082,dolcissimomio,13221,10676,1456,1168,32664415,4840,156,2624,832
4083,EuT_vAlex11,24780,19195,2620,2019,60319563,9011,613,4639,1443
4084,Ad9m_K,23744,19429,2461,1987,55320453,9516,328,4448,1388
4085,Pignah-EMME,32548,27426,4468,2409,95406400,12098,419,6877,2225
4086,LeFaix,23158,17620,2932,2525,59046117,8676,478,5457,1345
4087,http-cornhub,28875,24751,3379,2780,80636725,10032,1167,6159,1987
4088,xCr4zY-IlI,19384,18910,2066,1774,45874264,7862,317,3840,1155
4089,zMxTheus-,18868,13020,2312,1489,45446680,5762,301,3801,1143
4090,HxrdIy,16031,12713,2003,1268,39680198,6545,309,3271,983
4091,FlickaTheWrist-,24051,18954,2519,2086,61885159,9899,403,4605,1527
4092,TooobiOG,18781,17283,2138,1830,51635805,8389,279,3968,1235
4093,llBlxckEyeZll,26762,24017,3447,2459,69423742,9092,607,5906,1967
4094,Cats_duragg,5572,3851,587,442,14311737,2284,54,1029,317
4095,Not_Domyyy,6116,4796,694,531,14650233,2219,152,1225,368
4096,Kris19_PL_,18938,18161,2305,1619,46910292,8323,191,3924,1163
